,school_within_300,bus_stop_within_300,speedlimit,tb_latitude,tb_longitude,day_of_year,accident_year,distance,weather_1,collision_severity,type_of_collision,road_surface,road_cond_1,lighting,number_killed,number_injured,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,hour,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,CLUSTER_ID,accident
1513,1,0,20,37.78216927,-122.4189933,096,2018,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,20,4,10,36,22,15.3,13.9,17.8,28.2,0.0,138.0,18.7,1013.4,397,1
1514,0,0,20,37.7885092,-122.4202684,084,2017,70,Cloudy,Injury (Complaint of Pain),Sideswipe,Wet,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Other,Parked Vehicle,North,Parked,50,4,3,21,0,13.2,11.1,16.1,0.0,0.0,295.0,16.9,1021.1,416,1
1515,0,1,50,37.77252644,-122.4100768,157,2017,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,32,1,10,34,18,14.4,11.1,18.3,0.0,0.0,277.0,21.6,1013.7,189,1
1519,0,1,50,37.78574399,-122.405831,363,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Bicyclist,East,Proceeding Straight,Driver,East,Proceeding Straight,32,5,10,8,10,10.7,6.7,13.3,0.0,0.0,,4.0,1021.3,430,1
1520,0,1,25,37.74410483,-122.4945663,045,2017,6,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dusk - Dawn,0,1,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,40,10,7,35,6,13.0,8.9,18.9,0.0,0.0,,6.8,1019.6,51,1
1521,0,0,50,37.76329977,-122.4217315,166,2018,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,53,3,2,20,21,16.6,13.3,18.9,0.0,0.0,219.0,19.8,1007.6,173,1
1522,0,1,25,37.79786461,-122.4066679,034,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,104,6,3,6,9,10.3,8.3,13.3,0.0,0.0,281.0,16.6,1023.2,388,1
1523,0,1,65,37.72872955,-122.4312938,020,2017,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - No Street Lights,0,1,Driver,West,Not Stated,Pedestrian,South,Proceeding Straight,94,9,1,28,6,11.0,6.1,13.3,30.2,0.0,203.0,20.9,995.7,132,1
1524,0,1,50,37.77982353,-122.3983956,331,2018,135,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,South,Proceeding Straight,Driver,East,Proceeding Straight,32,1,10,34,23,13.4,9.4,15.6,1.5,0.0,138.0,11.2,1017.8,228,1
1525,0,1,50,37.76505179,-122.4196615,336,2017,2,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Right Turn,Pedestrian,North,Proceeding Straight,53,3,2,20,14,11.5,8.9,14.4,0.3,,,7.9,1016.8,292,1
1526,0,0,15,37.73181859,-122.4678481,198,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,63,10,8,41,7,17.9,13.9,22.2,0.0,0.0,293.0,27.4,1011.8,56,1
1528,1,0,50,37.7666736,-122.4198252,162,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,53,3,2,20,15,16.0,12.2,20.0,0.0,0.0,268.0,35.3,1015.1,285,1
1529,0,1,50,37.77806898,-122.4050685,071,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,32,1,10,34,12,14.2,10.0,21.1,2.8,0.0,,10.8,1015.9,307,1
1531,0,0,30,37.7875325,-122.4369354,281,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Right Turn,Pedestrian,North,Proceeding Straight,103,4,11,30,16,16.3,11.7,26.1,0.0,0.0,,12.6,1009.3,225,1
1533,0,1,50,37.77921169,-122.4109366,115,2016,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,South,Not Stated,32,1,10,34,11,14.2,10.0,17.8,0.0,0.0,282.0,40.0,1017.7,380,1
1534,0,1,50,37.78097118,-122.4087087,007,2017,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights Not Functioning,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Making Right Turn,32,1,10,34,2,10.6,6.7,16.7,21.3,0.0,133.0,20.9,1014.4,459,1
1536,0,1,50,37.79101665,-122.3991486,040,2017,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,South,Stopped In Road,108,6,10,8,16,16.8,14.4,17.2,16.3,0.0,174.0,22.3,1014.0,344,1
1538,0,1,15,37.79276178,-122.4110067,018,2017,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,East,Other,16,6,3,21,17,10.2,9.4,12.8,22.9,0.0,,20.5,1013.3,314,1
1539,0,1,30,37.7748711,-122.4462837,058,2018,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Proceeding Straight,Driver,North,Making Left Turn,24,7,11,18,21,9.7,6.7,14.4,0.0,0.0,323.0,18.0,1016.8,113,1
1540,0,1,25,37.80668512,-122.4056683,150,2018,5,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Other,Driver,South,Proceeding Straight,99,6,3,23,18,14.5,12.2,16.7,0.0,0.0,253.0,36.4,1010.4,108,1
1541,0,1,35,37.79297006,-122.4164545,074,2017,100,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - No Street Lights,0,1,Pedestrian,East,Other,Driver,East,Proceeding Straight,16,6,3,32,5,14.9,11.1,16.7,0.0,0.0,287.0,16.6,1019.7,246,1
1544,0,1,55,37.72361621,-122.4007847,037,2017,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,East,Other,91,2,9,25,0,14.3,12.8,15.6,12.4,0.0,186.0,20.2,1010.2,26,1
1545,0,0,20,37.78713043,-122.425047,214,2017,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,East,Entering Traffic,100,4,11,30,12,17.9,13.3,26.7,0.0,0.0,297.0,18.4,1012.1,287,1
1547,1,0,25,37.79544522,-122.4250409,162,2018,30,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,North,Proceeding Straight,102,4,6,30,14,16.3,13.3,21.7,0.0,0.0,287.0,27.0,1013.7,233,1
1548,1,1,50,37.78044761,-122.4000515,065,2018,177,Clear,Injury (Severe),Head-On,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,South,Proceeding Straight,Driver,West,Proceeding Straight,32,1,10,34,18,11.8,7.2,18.3,0.0,0.0,152.0,5.4,1019.3,206,1
1552,0,1,30,37.78596379,-122.4569634,232,2018,0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,10,8,6,31,8,15.5,12.8,22.2,0.0,0.0,272.0,16.6,1012.4,86,1
1553,0,1,25,37.80827295,-122.4098256,227,2015,230,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Backing,Pedestrian,North,Proceeding Straight,99,6,3,23,11,20.5,15.6,33.3,0.0,0.0,,13.0,1014.3,258,1
1554,0,0,30,37.76292575,-122.3906985,177,2018,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Right Turn,Pedestrian,South,Proceeding Straight,55,2,9,26,19,18.1,14.4,21.7,0.0,0.0,292.0,22.7,1013.9,43,1
1555,1,1,25,37.79701451,-122.4101815,135,2017,150,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Other,Driver,South,Backing,104,6,3,6,18,12.9,10.0,17.2,0.0,0.0,257.0,29.9,1012.7,351,1
1556,0,1,50,37.77745742,-122.4131577,072,2018,0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,32,1,10,34,18,15.8,10.6,16.7,6.6,0.0,201.0,15.1,1013.0,373,1
1557,0,1,15,37.73011881,-122.4759373,110,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,North,Other,41,10,8,16,12,15.4,12.2,18.3,0.0,0.0,285.0,19.1,1025.1,57,1
1558,0,1,35,37.79097319,-122.4173913,330,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,16,6,3,21,8,17.7,11.7,19.4,4.6,0.0,191.0,18.4,1014.4,414,1
1559,0,0,25,37.79507738,-122.4070008,138,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,West,Not Stated,104,6,3,6,15,14.2,9.4,24.4,0.0,0.0,300.0,16.9,1015.0,366,1
1560,0,1,25,37.75794752,-122.4767058,261,2018,10,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,39,10,7,35,19,15.1,12.2,19.4,0.0,0.0,267.0,17.6,1013.8,78,1
1562,0,1,25,37.79668292,-122.3954063,341,2016,650,Clear,Injury (Complaint of Pain),Head-On,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,77,6,3,8,12,10.2,6.1,13.3,0.0,0.0,323.0,14.0,1018.9,311,1
1564,0,0,30,37.78431867,-122.4396847,049,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Not Stated,103,4,11,15,11,12.8,10.0,16.1,4.3,0.0,206.0,20.5,1013.5,226,1
1567,0,1,50,37.7276267,-122.4036215,221,2014,9,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Right Turn,Pedestrian,South,Not Stated,91,2,2,25,10,17.5,15.0,21.1,0.0,0.0,264.0,22.3,1014.5,29,1
1568,0,1,25,37.7932091,-122.3999587,133,2014,0,Clear,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Bicyclist,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,108,6,3,8,14,21.3,15.0,33.3,0.0,0.0,,9.4,1019.1,338,1
1570,0,1,30,37.7821166,-122.4500923,100,2018,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dusk - Dawn,0,1,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,12,8,4,18,20,17.1,11.7,18.3,0.0,0.0,286.0,17.6,1018.2,85,1
1571,1,0,50,37.7750207,-122.422598,093,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,26,4,11,9,11,12.8,8.9,18.3,0.0,0.0,284.0,16.2,1015.4,304,1
1572,0,0,25,37.78692467,-122.4266668,169,2013,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,101,4,11,30,14,14.8,12.2,18.3,0.0,0.0,269.0,36.4,1017.4,287,1
1573,0,0,25,37.78998863,-122.4025871,171,2018,16,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,19,6,3,8,8,15.1,12.8,18.3,0.0,0.0,267.0,26.3,1016.6,441,1
1574,0,1,20,37.78682753,-122.4199279,006,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Other,Pedestrian,South,Proceeding Straight,50,4,3,36,2,12.5,8.9,14.4,0.0,0.0,,11.5,1022.5,411,1
1575,0,1,50,37.78098979,-122.4087321,331,2017,10,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Right Turn,Pedestrian,West,Proceeding Straight,32,1,10,34,14,13.7,10.0,15.6,5.3,0.0,,12.6,1018.7,459,1
1576,1,1,25,37.79227208,-122.3919798,165,2016,137,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Backing,Pedestrian,West,Other,108,1,10,8,16,16.9,12.8,18.9,0.0,0.0,265.0,28.4,1018.6,321,1
1577,0,0,50,37.76947892,-122.4141844,016,2015,62,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Backing,Pedestrian,West,Proceeding Straight,53,3,2,20,11,12.1,8.9,14.4,0.0,0.0,,4.7,1024.4,200,1
1578,0,1,20,37.7876636,-122.413354,194,2015,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Parked,Pedestrian,South,Making Left Turn,50,6,3,36,16,18.7,16.7,22.2,0.0,0.0,265.0,28.4,1015.8,433,1
1579,0,1,15,37.73089648,-122.4581274,104,2017,32,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Other,Driver,East,Proceeding Straight,70,9,8,41,7,11.7,8.3,16.1,0.0,0.0,295.0,22.7,1022.5,2,1
1580,0,1,35,37.7445929,-122.4533648,097,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,West,Proceeding Straight,72,9,8,41,18,16.5,11.7,17.8,16.3,0.0,248.0,19.8,1015.6,3,1
1581,0,0,50,37.78019237,-122.4077296,034,2018,15,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Not Stated,Driver,North,Proceeding Straight,32,1,10,34,23,16.4,10.0,24.4,0.0,0.0,,7.6,1020.0,452,1
1583,0,1,50,37.76499627,-122.4205806,326,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Backing,Pedestrian,North,Stopped In Road,53,3,2,20,3,15.8,12.2,20.0,0.0,0.0,,5.8,1019.8,293,1
1585,1,0,20,37.78382412,-122.4210084,293,2018,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Stopped In Road,Pedestrian,South,Proceeding Straight,20,4,10,36,18,14.3,10.0,19.4,0.0,0.0,300.0,19.4,1015.6,384,1
1586,0,1,50,37.73243866,-122.4056075,102,2017,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,West,Proceeding Straight,91,2,2,25,22,14.8,12.2,17.8,4.6,0.0,218.0,21.2,1014.3,40,1
1587,0,1,35,37.71645955,-122.4410196,008,2018,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,80,9,1,28,21,11.4,10.6,14.4,79.2,0.0,100.0,5.8,1008.5,156,1
1588,0,1,65,37.72468255,-122.4347984,311,2018,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Right Turn,Pedestrian,East,Proceeding Straight,90,9,1,7,11,14.6,8.3,22.8,0.0,0.0,304.0,9.4,1016.3,147,1
1589,1,1,25,37.7963021,-122.4044122,198,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,106,6,3,6,19,17.9,13.9,22.2,0.0,0.0,293.0,27.4,1011.8,375,1
1590,0,1,35,37.71430549,-122.4628848,351,2017,82,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,65,10,1,24,18,14.4,8.9,17.2,0.0,,,12.2,1017.0,96,1
1594,0,1,25,37.80675808,-122.4121414,264,2017,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,99,6,3,23,12,16.5,13.3,19.4,0.0,0.0,276.0,34.2,1012.1,322,1
1595,1,0,25,37.80482404,-122.433684,177,2017,90,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Other,Driver,South,Proceeding Straight,17,4,6,13,17,17.7,15.0,22.8,0.0,0.0,272.0,22.3,1016.6,163,1
1596,0,0,50,37.77973891,-122.4071595,236,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,East,Proceeding Straight,32,1,10,34,1,17.2,13.3,21.7,0.0,0.0,280.0,16.9,1014.7,453,1
1597,0,1,65,37.72931047,-122.4339512,094,2017,8,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,East,Proceeding Straight,94,9,1,28,14,13.0,8.9,22.2,0.0,0.0,,17.3,1016.6,132,1
1598,0,1,50,37.7679351,-122.4289873,223,2017,75,Clear,Injury (Severe),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Entering Traffic,Driver,South,Proceeding Straight,28,7,5,5,15,16.9,14.4,21.7,0.0,0.0,269.0,23.4,1013.8,282,1
1599,0,1,25,37.80675808,-122.4121414,319,2017,0,Cloudy,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,99,6,3,23,13,13.8,12.2,18.3,3.0,0.0,107.0,13.7,1015.2,322,1
1600,0,0,25,37.79510561,-122.4283445,335,2017,0,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Right Turn,Pedestrian,North,Proceeding Straight,102,4,6,30,19,12.0,7.8,15.6,0.0,,,10.4,1018.7,233,1
1601,1,0,25,37.78878689,-122.4270597,180,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,South,Proceeding Straight,102,4,6,30,16,14.9,11.1,19.4,0.0,0.0,296.0,31.0,1015.0,288,1
1603,0,1,50,37.7657833,-122.4075342,142,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,Construction or Repair Zone,Daylight,0,1,Driver,East,Making Right Turn,Pedestrian,North,Not Stated,54,3,9,20,7,14.7,10.6,21.1,0.0,0.0,302.0,20.9,1014.3,204,1
1607,0,0,25,37.74167302,-122.5068655,176,2018,0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,East,Not Stated,39,10,7,35,6,19.7,15.6,24.4,0.0,0.0,289.0,16.9,1014.1,47,1
1608,0,1,45,37.74111455,-122.4227842,288,2016,35,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Bicyclist,North,Proceeding Straight,Pedestrian,South,Stopped In Road,83,9,2,2,10,18.4,14.4,20.0,5.8,0.0,206.0,20.9,,216,1
1611,0,1,10,37.77956415,-122.4319518,281,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,97,4,11,39,8,16.3,11.7,26.1,0.0,0.0,,12.6,1009.3,251,1
1612,1,1,20,37.78145334,-122.4170992,145,2017,14,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Traveling Wrong Way,Driver,East,Proceeding Straight,21,5,10,36,12,15.3,12.8,18.3,0.0,0.0,189.0,26.3,1008.4,386,1
1613,0,0,50,37.74598149,-122.4038466,351,2016,90,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Backing,Pedestrian,West,Other,85,2,2,1,14,12.0,7.2,12.2,0.0,0.0,287.0,33.1,1013.3,134,1
1614,1,1,25,37.7982031,-122.4040183,092,2017,45,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Entering Traffic,Driver,East,Proceeding Straight,106,6,3,23,2,14.8,11.1,23.3,0.0,0.0,262.0,17.3,1015.6,378,1
1616,0,1,35,37.78576281,-122.4591854,015,2018,30,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,West,Entering Traffic,10,8,6,31,12,11.6,8.9,14.4,0.0,0.0,,7.6,1019.4,86,1
1617,0,1,40,37.79057826,-122.4206874,297,2017,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,North,Not Stated,105,4,3,21,9,23.6,17.8,32.8,0.0,0.0,,6.1,1019.0,428,1
1618,0,1,25,37.7858045,-122.4281522,229,2017,7,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Other,Pedestrian,West,Making Left Turn,101,4,11,15,12,18.5,15.6,22.2,0.0,0.0,315.0,18.4,1015.4,290,1
1619,0,1,25,37.76572747,-122.435472,044,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,East,Not Stated,28,7,5,5,14,13.7,11.7,18.9,0.0,0.0,,18.7,1024.3,161,1
1620,1,1,25,37.79184209,-122.3949402,043,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,108,1,10,8,21,11.1,8.3,15.0,0.0,0.0,303.0,17.6,1012.4,316,1
1621,0,1,25,37.80696291,-122.4104976,189,2018,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,99,6,3,23,19,19.8,11.7,26.7,0.0,0.0,285.0,26.3,1015.8,258,1
1622,0,1,25,37.75126925,-122.4296281,121,2018,110,Clear,Injury (Other Visible),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,84,3,5,22,16,13.4,10.0,19.4,0.0,0.0,220.0,20.2,1011.7,122,1
1624,0,1,20,37.78237894,-122.4173389,253,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,South,Not Stated,20,5,10,36,20,19.5,16.1,33.3,0.0,0.0,311.0,12.6,1013.3,408,1
1626,0,1,50,37.77921169,-122.4109366,052,2018,0,Cloudy,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Other,Driver,East,Passing Other Vehicle,32,1,10,34,9,8.8,5.6,13.3,0.0,0.0,318.0,12.6,1022.3,380,1
1627,0,1,50,37.77629192,-122.4028408,078,2013,130,Cloudy,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Not Stated,Driver,South,Not Stated,32,1,10,34,7,11.8,8.9,17.8,0.5,0.0,,7.2,1019.5,300,1
1629,1,0,25,37.75529478,-122.4209641,116,2017,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,52,3,5,20,14,14.9,12.2,17.8,0.0,0.0,253.0,23.0,1018.0,266,1
1630,0,1,65,37.73986923,-122.4241472,136,2017,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Right Turn,Pedestrian,North,Stopped In Road,59,9,5,10,8,13.0,11.1,17.2,0.0,0.0,257.0,29.5,1017.3,208,1
1632,1,0,20,37.78402912,-122.4193642,179,2017,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Stopped In Road,Pedestrian,East,Stopped In Road,20,4,10,36,14,15.6,13.9,18.9,0.0,0.0,266.0,23.4,1013.8,407,1
1633,0,1,25,37.79750695,-122.4322043,257,2018,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Proceeding Straight,Driver,North,Proceeding Straight,15,4,6,13,20,15.4,12.8,21.7,0.0,0.0,283.0,21.6,1013.3,234,1
1634,0,1,35,37.77782686,-122.453385,326,2018,0,Raining,Injury (Severe),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,South,Proceeding Straight,12,7,4,18,18,14.7,10.0,17.2,13.7,0.0,213.0,18.4,1019.6,110,1
