,id,unique_id,cnn_intrsctn_fkey,cnn_sgmt_fkey,case_id_pkey,tb_latitude,tb_longitude,geocode_source,geocode_location,collision_datetime,collision_date,collision_time,accident_year,month,day_of_week,primary_rd,secondary_rd,distance,weather_1,collision_severity,type_of_collision,mviw,ped_action,road_surface,road_cond_1,lighting,intersection,number_killed,number_injured,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,point,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,hour
8666,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-3041,30633,26524000.0,,170782142,37.7865038581473,-122.429978934323,SFPD-CROSSROADS,CITY STREET,09/25/2017 08:45:00 AM,2017 September 25,08:45:00,2017,September,Monday,SUTTER ST,BUCHANAN ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.42998 37.786503),101.0,4.0,11.0,15.0,08
8671,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2565,31390,26634000.000000004,,170821966,37.7875325028685,-122.436935447459,SFPD-CROSSROADS,CITY STREET,10/08/2017 04:07:00 PM,2017 October 08,16:07:00,2017,October,Sunday,PINE ST,PIERCE ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Right Turn,Pedestrian,North,Proceeding Straight,POINT (-122.436935 37.787533),103.0,4.0,11.0,30.0,16
8683,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-36c5,13735,23872000.0,3089000.0,170066560,37.7712912786949,-122.405431153787,SFPD-CROSSROADS,CITY STREET,01/24/2017 05:31:00 PM,2017 January 24,17:31:00,2017,January,Tuesday,BRANNAN ST,08TH ST,3.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Right Turn,Pedestrian,South,Proceeding Straight,POINT (-122.40543 37.77129),33.0,1.0,10.0,34.0,17
8700,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2d3a,16614,24315000.0,,160335949,37.7792116855019,-122.410936573592,SFPD-CROSSROADS,CITY STREET,04/24/2016 11:37:00 AM,2016 April 24,11:37:00,2016,April,Sunday,MISSION ST,07TH ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,South,Not Stated,POINT (-122.410934 37.779213),32.0,1.0,10.0,34.0,11
8701,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-374c,16936,24293000.0,,170017115,37.780971183063,-122.408708673534,SFPD-CROSSROADS,CITY STREET,01/07/2017 02:48:00 AM,2017 January 07,02:48:00,2017,January,Saturday,MISSION ST,06TH ST,0.0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Wet,No Unusual Condition,Dark - Street Lights Not Functioning,Intersection <= 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,West,Making Right Turn,POINT (-122.40871 37.78097),32.0,1.0,10.0,34.0,02
8708,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2f58,21131,25957000.0,,170881211,37.7767596775,-122.431384423145,SFPD-CROSSROADS,CITY STREET,10/28/2017 10:57:00 AM,2017 October 28,10:57:00,2017,October,Saturday,FILLMORE ST,GROVE ST,0.0,Clear,Injury (Complaint of Pain),Sideswipe,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.43138 37.77676),22.0,4.0,11.0,9.0,10
8721,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2499,27440,30731000.0,,170113779,37.7910166492327,-122.399148598363,SFPD-CROSSROADS,CITY STREET,02/09/2017 04:37:00 PM,2017 February 09,16:37:00,2017,February,Thursday,01ST ST,MARKET ST,0.0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Wet,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,,Driver,South,Proceeding Straight,Pedestrian,South,Stopped In Road,POINT (-122.39915 37.791016),108.0,6.0,10.0,8.0,16
8725,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-23a8,2386,52239000.00000001,,180627378,37.7230029382,-122.44917813,SFPD-INTERIM DB,CITY STREET,08/20/2018 09:10:00 PM,2018 August 20,21:10:00,2018,August,Monday,OCEAN AVE,I-280 S OFF RAMP,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk Not at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,West,Stopped In Road,Pedestrian,North,Proceeding Straight,POINT (-122.44918 37.723003),95.0,9.0,8.0,41.0,21
8729,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-36f4,28537,25012000.0,,170048875,37.7927617768182,-122.411006735609,SFPD-CROSSROADS,CITY STREET,01/18/2017 05:25:00 PM,2017 January 18,17:25:00,2017,January,Wednesday,SACRAMENTO ST,MASON ST,0.0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,East,Other,POINT (-122.411 37.792763),16.0,6.0,3.0,21.0,17
8733,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2adc,22452,26377000.0,,180156054,37.7748711028,-122.446283674,SFPD-INTERIM DB,CITY STREET,02/27/2018 09:00:00 PM,2018 February 27,21:00:00,2018,February,Tuesday,MASONIC AVE,GROVE ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Pedestrian,West,Proceeding Straight,Driver,North,Making Left Turn,POINT (-122.44628 37.77487),24.0,7.0,11.0,18.0,21
8736,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-281c,34176,24881000.000000004,12560201.0,180329336,37.8066851246,-122.405668264,SFPD-INTERIM DB,CITY STREET,05/30/2018 06:30:00 PM,2018 May 30,18:30:00,2018,May,Wednesday,THE EMBARCADERO,BAY ST,5.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk Not at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,East,Other,Driver,South,Proceeding Straight,POINT (-122.40567 37.806686),99.0,6.0,3.0,23.0,18
8748,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-358e,28586,25249000.0,4103000.0,170212321,37.7929700554719,-122.416454465142,SFPD-CROSSROADS,CITY STREET,03/15/2017 05:20:00 AM,2017 March 15,05:20:00,2017,March,Wednesday,CLAY ST,LEAVENWORTH ST,100.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Dark - No Street Lights,Midblock > 20ft,0.0,1,,Pedestrian,East,Other,Driver,East,Proceeding Straight,POINT (-122.41646 37.79297),16.0,6.0,3.0,32.0,05
8749,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2706,2026,22099000.000000004,,180406279,37.7210956605,-122.444501178,SFPD-INTERIM DB,CITY STREET,05/31/2018 07:45:00 PM,2018 May 31,19:45:00,2018,May,Thursday,SENECA AVE,DELANO AVE,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,North,Not Stated,POINT (-122.4445 37.721096),80.0,9.0,1.0,28.0,19
8761,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-245f,32165,25301000.0,10570000.0,150241550,37.7914565335348,-122.420865221866,SFPD-CROSSROADS,CITY STREET,03/18/2015 04:00:00 PM,2015 March 18,16:00:00,2015,March,Wednesday,POLK ST,SACRAMENTO ST,15.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Left Turn,Pedestrian,East,Entering Traffic,POINT (-122.42087 37.79146),105.0,4.0,3.0,21.0,16
8770,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-3681,2743,20574000.0,,170103350,37.7236162093319,-122.400784747601,SFPD-CROSSROADS,CITY STREET,02/06/2017 12:49:00 AM,2017 February 06,00:49:00,2017,February,Monday,BAY SHORE BLVD,PAUL AVE,0.0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,East,Other,POINT (-122.40079 37.723618),91.0,2.0,9.0,25.0,00
8773,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-31ac,30485,26502000.0,,170629011,37.7871304339874,-122.425046952546,SFPD-CROSSROADS,CITY STREET,08/02/2017 12:45:00 PM,2017 August 02,12:45:00,2017,August,Wednesday,GOUGH ST,SUTTER ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,South,Proceeding Straight,Pedestrian,East,Entering Traffic,POINT (-122.42505 37.787132),100.0,4.0,11.0,30.0,12
8774,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-26a1,7270,22002000.0,4622000.0,170483447,37.7425842739587,-122.431796452037,SFPD-CROSSROADS,CITY STREET,06/12/2017 05:30:00 PM,2017 June 12,17:30:00,2017,June,Monday,FAIRMOUNT ST,CHENERY ST,101.0,Clear,Injury (Complaint of Pain),Sideswipe,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,East,Proceeding Straight,Pedestrian,South,Other,POINT (-122.43179 37.742584),84.0,9.0,5.0,22.0,17
8777,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2694,32804,26555000.0,5831000.0,180433266,37.795445224,-122.425040897,SFPD-INTERIM DB,CITY STREET,06/11/2018 02:25:00 PM,2018 June 11,14:25:00,2018,June,Monday,FRANKLIN ST,BROADWAY,30.0,Clear,Injury (Complaint of Pain),Broadside,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,North,Proceeding Straight,POINT (-122.42504 37.795444),102.0,4.0,6.0,30.0,14
8790,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2a92,16176,23906000.0,6719000.0,180174880,37.7804476115,-122.40005152,SFPD-INTERIM DB,CITY STREET,03/06/2018 06:55:00 PM,2018 March 06,18:55:00,2018,March,Tuesday,HARRISON ST,04TH ST,177.0,Clear,Injury (Severe),Head-On,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Pedestrian,South,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.400055 37.78045),32.0,1.0,10.0,34.0,18
8791,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2c44,6486,33364000.000000004,,180070448,37.7482121506,-122.415862793,SFPD-INTERIM DB,CITY STREET,01/26/2018 09:36:00 PM,2018 January 26,21:36:00,2018,January,Friday,VAN NESS AVE,CESAR CHAVEZ ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,,Driver,North,Making Left Turn,Pedestrian,East,Other,POINT (-122.41586 37.74821),83.0,3.0,2.0,2.0,21
8794,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2f9a,27222,30733000.0,,140349675,37.7902901600724,-122.400152469286,SFPD-CROSSROADS,CITY STREET,04/27/2014 05:53:00 PM,2014 April 27,17:53:00,2014,April,Sunday,MARKET ST,SUTTER ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,East,Slowing/Stopping,POINT (-122.400154 37.79029),108.0,6.0,3.0,8.0,17
8801,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-3230,32163,25301000.0,10570000.0,140541401,37.7913995910855,-122.420853691724,SFPD-CROSSROADS,CITY STREET,06/30/2014 03:15:00 AM,2014 June 30,03:15:00,2014,June,Monday,POLK ST,SACRAMENTO ST,36.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,1.0,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.42085 37.7914),105.0,4.0,3.0,21.0,03
8802,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-23ae,44842,27561000.0,,180625071,37.7859637868,-122.456963372,SFPD-INTERIM DB,CITY STREET,08/20/2018 08:00:00 AM,2018 August 20,08:00:00,2018,August,Monday,CALIFORNIA ST,JORDAN AVE,0.0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,POINT (-122.45696 37.785965),10.0,8.0,6.0,31.0,08
8809,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-26cd,34498,25475000.0,12562201.0,150711995,37.8082729451321,-122.40982562933,SFPD-CROSSROADS,CITY STREET,08/15/2015 11:43:00 AM,2015 August 15,11:43:00,2015,August,Saturday,THE EMBARCADERO,BEACH ST,230.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk Not at Intersection,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,East,Backing,Pedestrian,North,Proceeding Straight,POINT (-122.40983 37.808273),99.0,6.0,3.0,23.0,11
8814,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-259b,9154,23650000.000000004,,180478290,37.7629257471,-122.390698494,SFPD-INTERIM DB,CITY STREET,06/26/2018 07:00:00 PM,2018 June 26,19:00:00,2018,June,Tuesday,18TH ST,MINNESOTA ST,0.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Right Turn,Pedestrian,South,Proceeding Straight,POINT (-122.3907 37.762924),55.0,2.0,9.0,26.0,19
8825,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-33dc,33674,25063000.0,10692000.0,170399418,37.7970145068346,-122.410181483457,SFPD-CROSSROADS,CITY STREET,05/15/2017 06:43:00 PM,2017 May 15,18:43:00,2017,May,Monday,POWELL ST,BROADWAY,150.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,East,Other,Driver,South,Backing,POINT (-122.41018 37.797016),104.0,6.0,3.0,6.0,18
8828,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2a32,15896,24311000.0,,180190610,37.7774574199,-122.413157692,SFPD-INTERIM DB,CITY STREET,03/13/2018 06:09:00 PM,2018 March 13,18:09:00,2018,March,Tuesday,MISSION ST,08TH ST,0.0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.413155 37.77746),32.0,1.0,10.0,34.0,18
8832,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-3490,37848,33717000.0,,170323815,37.7301188057995,-122.475937334451,SFPD-CROSSROADS,CITY STREET,04/20/2017 12:25:00 PM,2017 April 20,12:25:00,2017,April,Thursday,20TH AVE,BUCKINGHAM WAY (N),0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,North,Other,POINT (-122.47594 37.730118),41.0,10.0,8.0,16.0,12
8867,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2e79,32104,25252000.0,,170961562,37.7909731915997,-122.417391334523,SFPD-CROSSROADS,CITY STREET,11/26/2017 08:50:00 AM,2017 November 26,08:50:00,2017,November,Sunday,CALIFORNIA ST,HYDE ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.41739 37.790974),16.0,6.0,3.0,21.0,08
8868,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2bbf,28470,25017000.0,,170408611,37.7950773813235,-122.407000777651,SFPD-CROSSROADS,CITY STREET,05/18/2017 03:30:00 PM,2017 May 18,15:30:00,2017,May,Thursday,WAVERLY PL,WASHINGTON ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,West,Not Stated,POINT (-122.407 37.79508),104.0,6.0,3.0,6.0,15
8870,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2229,40275,27343000.0,913201.0,180708774,37.7579475179,-122.476705774,SFPD-INTERIM DB,CITY STREET,09/18/2018 07:51:00 PM,2018 September 18,19:51:00,2018,September,Tuesday,19TH AVE,LAWTON ST,10.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.47671 37.757946),39.0,10.0,7.0,35.0,19
8876,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-20e7,9450,24040000.0,,180777092,37.7615984938,-122.412779774,SFPD-INTERIM DB,CITY STREET,10/13/2018 02:42:00 PM,2018 October 13,14:42:00,2018,October,Saturday,HARRISON ST,18TH ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,POINT (-122.41278 37.761597),53.0,3.0,2.0,20.0,14
8882,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2eed,33119,24572000.0,12554101.0,160990850,37.7966829169642,-122.395406292731,SFPD-CROSSROADS,CITY STREET,12/06/2016 12:53:00 PM,2016 December 06,12:53:00,2016,December,Tuesday,THE EMBARCADERO,WASHINGTON ST,650.0,Clear,Injury (Complaint of Pain),Head-On,Pedestrian,Crossing in Crosswalk Not at Intersection,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,POINT (-122.39541 37.796684),77.0,6.0,3.0,8.0,12
8884,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-3573,22859,26400000.0,,170223851,37.781069511091,-122.447517982391,SFPD-CROSSROADS,CITY STREET,03/18/2017 03:15:00 PM,2017 March 18,15:15:00,2017,March,Saturday,MASONIC AVE,ANZA ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,2,1.0,Driver,East,Making Left Turn,Driver,East,Stopped In Road,POINT (-122.44752 37.78107),12.0,7.0,4.0,18.0,15
8898,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2d4c,31113,26623000.0,,160144728,37.784318673607,-122.439684678504,SFPD-CROSSROADS,CITY STREET,02/18/2016 11:41:00 AM,2016 February 18,11:41:00,2016,February,Thursday,POST ST,DIVISADERO ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,North,Not Stated,POINT (-122.43968 37.784317),103.0,4.0,11.0,15.0,11
8902,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-1f11,7296,21990000.0,6257000.0,180911206,37.7401569088,-122.435849011,SFPD-INTERIM DB,CITY STREET,12/03/2018 09:21:00 AM,2018 December 03,09:21:00,2018,December,Monday,GOLD MINE DR,DIAMOND HEIGHTS BLVD,3.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Right Turn,Pedestrian,North,Proceeding Straight,POINT (-122.43585 37.740158),57.0,9.0,5.0,10.0,09
8911,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2098,37951,22772000.0,,180799983,37.731788306,-122.46694407,SFPD-INTERIM DB,CITY STREET,10/21/2018 06:07:00 PM,2018 October 21,18:07:00,2018,October,Sunday,SAN BENITO WAY,DARIEN WAY,0.0,Clear,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,South,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.46694 37.73179),63.0,10.0,8.0,41.0,18
8913,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2b07,2942,33647000.0,2580000.0,140663168,37.727626695537,-122.403621519214,SFPD-CROSSROADS,CITY STREET,08/09/2014 10:50:00 AM,2014 August 09,10:50:00,2014,August,Saturday,BACON ST,SAN BRUNO AVE,9.0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Right Turn,Pedestrian,South,Not Stated,POINT (-122.40362 37.727627),91.0,2.0,2.0,25.0,10
8918,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2d8a,28072,24675000.000000004,,140401112,37.7932091021671,-122.399958735917,SFPD-CROSSROADS,CITY STREET,05/13/2014 02:40:00 PM,2014 May 13,14:40:00,2014,May,Tuesday,CALIFORNIA ST,BATTERY ST,0.0,Clear,Injury (Complaint of Pain),Sideswipe,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Bicyclist,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,POINT (-122.399956 37.79321),108.0,6.0,3.0,8.0,14
8923,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2f5c,27241,30048000.0,,141094918,37.7902474048151,-122.400555263978,SFPD-CROSSROADS,CITY STREET,12/29/2014 05:10:00 PM,2014 December 29,17:10:00,2014,December,Monday,SUTTER ST,SANSOME ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dusk - Dawn,Intersection <= 20ft,0.0,1,,Driver,West,Making Right Turn,Pedestrian,North,Proceeding Straight,POINT (-122.40056 37.79025),108.0,6.0,3.0,8.0,17
8924,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-28f6,31218,26908000.000000004,,180265990,37.7821166036,-122.450092302,SFPD-INTERIM DB,CITY STREET,04/10/2018 08:03:00 PM,2018 April 10,20:03:00,2018,April,Tuesday,GEARY BLVD,COLLINS ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dusk - Dawn,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.45009 37.782116),12.0,8.0,4.0,18.0,20
